transaction_id,branch_id,city,date,amount,status
BAN_BR3_73555,BAN_BR3,Bangalore,2025-05-07,4977.87,FAILED
BAN_BR3_36774,BAN_BR3,Bangalore,2025-05-06,7512.34,FAILED
BAN_BR3_16849,BAN_BR3,Bangalore,2025-05-04,7957.08,FAILED
BAN_BR3_93482,BAN_BR3,Bangalore,2025-05-04,7132.95,FAILED
BAN_BR3_75126,BAN_BR3,Bangalore,2025-05-04,7255.65,FAILED
BAN_BR3_64662,BAN_BR3,Bangalore,2025-05-03,9513.08,FAILED
BAN_BR3_46078,BAN_BR3,Bangalore,2025-05-02,2144.07,FAILED
BAN_BR3_32289,BAN_BR3,Bangalore,2025-05-01,2463.26,FAILED
BAN_BR3_43138,BAN_BR3,Bangalore,2025-05-01,1486.16,FAILED
BAN_BR3_85937,BAN_BR3,Bangalore,2025-05-01,7729.91,FAILED
BAN_BR1_31412,BAN_BR1,Bangalore,2025-05-07,3920.21,FAILED
BAN_BR1_34273,BAN_BR1,Bangalore,2025-05-07,6743.53,FAILED
BAN_BR1_61720,BAN_BR1,Bangalore,2025-05-07,544.46,FAILED
BAN_BR1_85451,BAN_BR1,Bangalore,2025-05-06,2502.24,FAILED
BAN_BR1_99460,BAN_BR1,Bangalore,2025-05-06,6142.43,FAILED
BAN_BR1_13570,BAN_BR1,Bangalore,2025-05-06,3735.6,FAILED
BAN_BR1_42541,BAN_BR1,Bangalore,2025-05-05,9579.08,FAILED
BAN_BR1_70365,BAN_BR1,Bangalore,2025-05-05,2071.62,FAILED
BAN_BR1_41869,BAN_BR1,Bangalore,2025-05-05,930.55,FAILED
BAN_BR1_55724,BAN_BR1,Bangalore,2025-05-05,4039.71,FAILED
BAN_BR1_38980,BAN_BR1,Bangalore,2025-05-03,6978.69,FAILED
BAN_BR1_24603,BAN_BR1,Bangalore,2025-05-03,5530.71,FAILED
BAN_BR1_17196,BAN_BR1,Bangalore,2025-05-01,1026.83,FAILED
BAN_BR1_10835,BAN_BR1,Bangalore,2025-05-01,8804.92,FAILED
BAN_BR4_42599,BAN_BR4,Bangalore,2025-05-07,6659.02,FAILED
BAN_BR4_92678,BAN_BR4,Bangalore,2025-05-07,6454.34,FAILED
BAN_BR4_15451,BAN_BR4,Bangalore,2025-05-06,4881.38,FAILED
BAN_BR4_96762,BAN_BR4,Bangalore,2025-05-06,3480.2,FAILED
BAN_BR4_43956,BAN_BR4,Bangalore,2025-05-05,8413.09,FAILED
BAN_BR4_51933,BAN_BR4,Bangalore,2025-05-04,2803.61,FAILED
BAN_BR4_70762,BAN_BR4,Bangalore,2025-05-04,3375.1,FAILED
BAN_BR4_18697,BAN_BR4,Bangalore,2025-05-04,7997.47,FAILED
BAN_BR4_48385,BAN_BR4,Bangalore,2025-05-03,1337.97,FAILED
BAN_BR4_30914,BAN_BR4,Bangalore,2025-05-03,5355.6,FAILED
BAN_BR4_36631,BAN_BR4,Bangalore,2025-05-02,2877.7,FAILED
BAN_BR4_19058,BAN_BR4,Bangalore,2025-05-02,6645.02,FAILED
BAN_BR4_50248,BAN_BR4,Bangalore,2025-05-02,2750.17,FAILED
BAN_BR4_97121,BAN_BR4,Bangalore,2025-05-02,1405.14,FAILED
BAN_BR4_70587,BAN_BR4,Bangalore,2025-05-01,8898.32,FAILED
BAN_BR4_56288,BAN_BR4,Bangalore,2025-05-01,1892.83,FAILED
BAN_BR4_37976,BAN_BR4,Bangalore,2025-05-01,1729.58,FAILED
BAN_BR4_84671,BAN_BR4,Bangalore,2025-05-01,4221.29,FAILED
BAN_BR5_17686,BAN_BR5,Bangalore,2025-05-07,7548.28,FAILED
BAN_BR5_69780,BAN_BR5,Bangalore,2025-05-07,5639.89,FAILED
BAN_BR5_96993,BAN_BR5,Bangalore,2025-05-06,1268.27,FAILED
BAN_BR5_66139,BAN_BR5,Bangalore,2025-05-06,9069.17,FAILED
BAN_BR5_58297,BAN_BR5,Bangalore,2025-05-06,3767.32,FAILED
BAN_BR5_92002,BAN_BR5,Bangalore,2025-05-05,4159.77,FAILED
BAN_BR5_43201,BAN_BR5,Bangalore,2025-05-05,2543.73,FAILED
BAN_BR5_25125,BAN_BR5,Bangalore,2025-05-05,9459.0,FAILED
BAN_BR5_11747,BAN_BR5,Bangalore,2025-05-04,9272.42,FAILED
BAN_BR5_40444,BAN_BR5,Bangalore,2025-05-03,1608.82,FAILED
BAN_BR5_20892,BAN_BR5,Bangalore,2025-05-03,5227.33,FAILED
BAN_BR5_23523,BAN_BR5,Bangalore,2025-05-02,9277.37,FAILED
BAN_BR5_10800,BAN_BR5,Bangalore,2025-05-02,9592.27,FAILED
BAN_BR5_33434,BAN_BR5,Bangalore,2025-05-02,5460.3,FAILED
BAN_BR5_92912,BAN_BR5,Bangalore,2025-05-02,6666.81,FAILED
BAN_BR5_46310,BAN_BR5,Bangalore,2025-05-01,3913.88,FAILED
BAN_BR2_65827,BAN_BR2,Bangalore,2025-05-07,7769.63,FAILED
BAN_BR2_94954,BAN_BR2,Bangalore,2025-05-07,4811.25,FAILED
BAN_BR2_38245,BAN_BR2,Bangalore,2025-05-07,5494.43,FAILED
BAN_BR2_14828,BAN_BR2,Bangalore,2025-05-07,5218.64,FAILED
BAN_BR2_80005,BAN_BR2,Bangalore,2025-05-06,2905.47,FAILED
BAN_BR2_57373,BAN_BR2,Bangalore,2025-05-05,7234.72,FAILED
BAN_BR2_27963,BAN_BR2,Bangalore,2025-05-05,2661.62,FAILED
BAN_BR2_90855,BAN_BR2,Bangalore,2025-05-05,6279.17,FAILED
BAN_BR2_60619,BAN_BR2,Bangalore,2025-05-05,6437.36,FAILED
BAN_BR2_16314,BAN_BR2,Bangalore,2025-05-04,9337.79,FAILED
BAN_BR2_64216,BAN_BR2,Bangalore,2025-05-04,552.67,FAILED
BAN_BR2_46046,BAN_BR2,Bangalore,2025-05-04,4577.68,FAILED
BAN_BR2_34785,BAN_BR2,Bangalore,2025-05-03,3120.24,FAILED
BAN_BR2_80647,BAN_BR2,Bangalore,2025-05-03,4504.61,FAILED
BAN_BR2_85785,BAN_BR2,Bangalore,2025-05-03,3915.28,FAILED
BAN_BR2_59268,BAN_BR2,Bangalore,2025-05-03,9091.22,FAILED
BAN_BR2_96299,BAN_BR2,Bangalore,2025-05-01,1548.08,FAILED
BAN_BR2_95288,BAN_BR2,Bangalore,2025-05-01,5771.1,FAILED
BAN_BR2_97676,BAN_BR2,Bangalore,2025-05-01,4230.0,FAILED
MUM_BR4_72016,MUM_BR4,Mumbai,2025-05-07,1067.21,FAILED
MUM_BR4_91671,MUM_BR4,Mumbai,2025-05-07,9126.92,FAILED
MUM_BR4_41264,MUM_BR4,Mumbai,2025-05-06,5484.82,FAILED
MUM_BR4_97595,MUM_BR4,Mumbai,2025-05-06,7146.9,FAILED
MUM_BR4_41462,MUM_BR4,Mumbai,2025-05-05,6126.65,FAILED
MUM_BR4_34048,MUM_BR4,Mumbai,2025-05-05,2751.51,FAILED
MUM_BR4_67605,MUM_BR4,Mumbai,2025-05-05,3267.49,FAILED
MUM_BR4_76130,MUM_BR4,Mumbai,2025-05-04,8557.21,FAILED
MUM_BR4_32527,MUM_BR4,Mumbai,2025-05-04,9178.11,FAILED
MUM_BR4_92500,MUM_BR4,Mumbai,2025-05-04,7699.24,FAILED
MUM_BR4_30423,MUM_BR4,Mumbai,2025-05-03,2732.98,FAILED
MUM_BR4_98866,MUM_BR4,Mumbai,2025-05-03,7878.71,FAILED
MUM_BR4_55956,MUM_BR4,Mumbai,2025-05-03,7358.05,FAILED
MUM_BR1_98498,MUM_BR1,Mumbai,2025-05-07,2547.29,FAILED
MUM_BR1_66897,MUM_BR1,Mumbai,2025-05-07,6211.47,FAILED
MUM_BR1_47412,MUM_BR1,Mumbai,2025-05-06,3010.94,FAILED
MUM_BR1_35993,MUM_BR1,Mumbai,2025-05-06,384.85,FAILED
MUM_BR1_76340,MUM_BR1,Mumbai,2025-05-04,4909.47,FAILED
MUM_BR1_29718,MUM_BR1,Mumbai,2025-05-04,631.69,FAILED
MUM_BR1_85381,MUM_BR1,Mumbai,2025-05-04,5845.73,FAILED
MUM_BR1_36275,MUM_BR1,Mumbai,2025-05-03,9540.86,FAILED
MUM_BR1_71127,MUM_BR1,Mumbai,2025-05-02,4417.53,FAILED
MUM_BR1_95806,MUM_BR1,Mumbai,2025-05-02,4407.19,FAILED
MUM_BR1_72321,MUM_BR1,Mumbai,2025-05-01,3685.44,FAILED
MUM_BR1_64916,MUM_BR1,Mumbai,2025-05-01,4899.28,FAILED
MUM_BR2_33168,MUM_BR2,Mumbai,2025-05-07,9746.68,FAILED
MUM_BR2_28212,MUM_BR2,Mumbai,2025-05-07,5732.17,FAILED
MUM_BR2_30034,MUM_BR2,Mumbai,2025-05-06,9309.57,FAILED
MUM_BR2_82536,MUM_BR2,Mumbai,2025-05-05,9390.25,FAILED
MUM_BR2_44133,MUM_BR2,Mumbai,2025-05-05,2574.7,FAILED
MUM_BR2_88184,MUM_BR2,Mumbai,2025-05-04,9569.01,FAILED
MUM_BR2_21036,MUM_BR2,Mumbai,2025-05-04,9446.98,FAILED
MUM_BR2_28927,MUM_BR2,Mumbai,2025-05-03,6055.94,FAILED
MUM_BR2_18528,MUM_BR2,Mumbai,2025-05-03,7428.3,FAILED
