transaction_id,branch_id,city,date,amount,status
BAN_BR3_56882,BAN_BR3,Bangalore,2025-05-07,5154.87,SUCCESS
BAN_BR3_40911,BAN_BR3,Bangalore,2025-05-07,3204.53,SUCCESS
BAN_BR3_69120,BAN_BR3,Bangalore,2025-05-07,1520.06,SUCCESS
BAN_BR3_73555,BAN_BR3,Bangalore,2025-05-07,4977.87,FAILED
BAN_BR3_98596,BAN_BR3,Bangalore,2025-05-07,1039.69,SUCCESS
BAN_BR3_69876,BAN_BR3,Bangalore,2025-05-07,1233.25,SUCCESS
BAN_BR3_23822,BAN_BR3,Bangalore,2025-05-07,8563.62,SUCCESS
BAN_BR3_62055,BAN_BR3,Bangalore,2025-05-07,4930.06,SUCCESS
BAN_BR3_69757,BAN_BR3,Bangalore,2025-05-07,3415.18,SUCCESS
BAN_BR3_57012,BAN_BR3,Bangalore,2025-05-07,411.93,SUCCESS
BAN_BR3_36774,BAN_BR3,Bangalore,2025-05-06,7512.34,FAILED
BAN_BR3_92298,BAN_BR3,Bangalore,2025-05-06,950.7,SUCCESS
BAN_BR3_96916,BAN_BR3,Bangalore,2025-05-06,8807.44,SUCCESS
BAN_BR3_26501,BAN_BR3,Bangalore,2025-05-06,4837.96,SUCCESS
BAN_BR3_55534,BAN_BR3,Bangalore,2025-05-06,6138.63,SUCCESS
BAN_BR3_53486,BAN_BR3,Bangalore,2025-05-06,780.6,SUCCESS
BAN_BR3_57334,BAN_BR3,Bangalore,2025-05-06,3250.68,SUCCESS
BAN_BR3_98359,BAN_BR3,Bangalore,2025-05-06,7460.32,SUCCESS
BAN_BR3_10716,BAN_BR3,Bangalore,2025-05-06,1000.51,SUCCESS
BAN_BR3_40722,BAN_BR3,Bangalore,2025-05-06,5449.76,SUCCESS
BAN_BR3_18443,BAN_BR3,Bangalore,2025-05-05,8825.71,SUCCESS
BAN_BR3_82978,BAN_BR3,Bangalore,2025-05-05,7093.84,SUCCESS
BAN_BR3_41986,BAN_BR3,Bangalore,2025-05-05,5268.06,SUCCESS
BAN_BR3_23934,BAN_BR3,Bangalore,2025-05-05,9544.2,SUCCESS
BAN_BR3_79157,BAN_BR3,Bangalore,2025-05-05,6484.62,SUCCESS
BAN_BR3_39362,BAN_BR3,Bangalore,2025-05-05,7931.76,SUCCESS
BAN_BR3_43029,BAN_BR3,Bangalore,2025-05-05,6206.03,SUCCESS
BAN_BR3_75800,BAN_BR3,Bangalore,2025-05-05,8651.62,SUCCESS
BAN_BR3_42523,BAN_BR3,Bangalore,2025-05-05,5559.82,SUCCESS
BAN_BR3_13875,BAN_BR3,Bangalore,2025-05-05,5705.19,SUCCESS
BAN_BR3_25719,BAN_BR3,Bangalore,2025-05-04,9399.88,SUCCESS
BAN_BR3_71588,BAN_BR3,Bangalore,2025-05-04,5239.57,SUCCESS
BAN_BR3_30275,BAN_BR3,Bangalore,2025-05-04,5738.37,SUCCESS
BAN_BR3_39640,BAN_BR3,Bangalore,2025-05-04,220.0,SUCCESS
BAN_BR3_19916,BAN_BR3,Bangalore,2025-05-04,6339.29,SUCCESS
BAN_BR3_19334,BAN_BR3,Bangalore,2025-05-04,7462.55,SUCCESS
BAN_BR3_89491,BAN_BR3,Bangalore,2025-05-04,7297.04,SUCCESS
BAN_BR3_16849,BAN_BR3,Bangalore,2025-05-04,7957.08,FAILED
BAN_BR3_93482,BAN_BR3,Bangalore,2025-05-04,7132.95,FAILED
BAN_BR3_75126,BAN_BR3,Bangalore,2025-05-04,7255.65,FAILED
BAN_BR3_64662,BAN_BR3,Bangalore,2025-05-03,9513.08,FAILED
BAN_BR3_10717,BAN_BR3,Bangalore,2025-05-03,7600.11,SUCCESS
BAN_BR3_45712,BAN_BR3,Bangalore,2025-05-03,8810.83,SUCCESS
