transaction_id,branch_id,city,date,amount,status
DEL_BR5_40001,DEL_BR5,Delhi,2025-05-07,2165.01,SUCCESS
DEL_BR5_67046,DEL_BR5,Delhi,2025-05-07,2808.74,SUCCESS
DEL_BR5_76027,DEL_BR5,Delhi,2025-05-07,5210.65,SUCCESS
DEL_BR5_27464,DEL_BR5,Delhi,2025-05-07,855.85,SUCCESS
DEL_BR5_14833,DEL_BR5,Delhi,2025-05-07,6990.57,FAILED
DEL_BR5_78753,DEL_BR5,Delhi,2025-05-07,2157.14,SUCCESS
DEL_BR5_64826,DEL_BR5,Delhi,2025-05-07,2772.08,SUCCESS
DEL_BR5_72839,DEL_BR5,Delhi,2025-05-07,7679.02,SUCCESS
DEL_BR5_34349,DEL_BR5,Delhi,2025-05-07,9227.86,SUCCESS
DEL_BR5_89758,DEL_BR5,Delhi,2025-05-07,6859.57,SUCCESS
DEL_BR5_36229,DEL_BR5,Delhi,2025-05-06,2328.81,FAILED
DEL_BR5_25906,DEL_BR5,Delhi,2025-05-06,5456.94,SUCCESS
DEL_BR5_77364,DEL_BR5,Delhi,2025-05-06,440.52,SUCCESS
DEL_BR5_67137,DEL_BR5,Delhi,2025-05-06,4089.78,SUCCESS
DEL_BR5_53816,DEL_BR5,Delhi,2025-05-06,5207.07,SUCCESS
DEL_BR5_32480,DEL_BR5,Delhi,2025-05-06,7213.6,SUCCESS
DEL_BR5_45434,DEL_BR5,Delhi,2025-05-06,4362.8,SUCCESS
DEL_BR5_51958,DEL_BR5,Delhi,2025-05-06,1107.91,FAILED
DEL_BR5_27850,DEL_BR5,Delhi,2025-05-06,6088.01,SUCCESS
DEL_BR5_51715,DEL_BR5,Delhi,2025-05-06,4772.26,FAILED
DEL_BR5_38243,DEL_BR5,Delhi,2025-05-05,4955.76,SUCCESS
DEL_BR5_47019,DEL_BR5,Delhi,2025-05-05,2880.43,SUCCESS
DEL_BR5_71615,DEL_BR5,Delhi,2025-05-05,9463.19,SUCCESS
DEL_BR5_83854,DEL_BR5,Delhi,2025-05-05,7206.92,SUCCESS
DEL_BR5_79225,DEL_BR5,Delhi,2025-05-05,2079.8,SUCCESS
DEL_BR5_99831,DEL_BR5,Delhi,2025-05-05,5294.0,SUCCESS
DEL_BR5_88226,DEL_BR5,Delhi,2025-05-05,1952.73,SUCCESS
DEL_BR5_86440,DEL_BR5,Delhi,2025-05-05,8030.55,SUCCESS
DEL_BR5_80796,DEL_BR5,Delhi,2025-05-05,562.34,SUCCESS
DEL_BR5_32142,DEL_BR5,Delhi,2025-05-05,2214.5,SUCCESS
DEL_BR5_93304,DEL_BR5,Delhi,2025-05-04,2893.93,SUCCESS
DEL_BR5_20275,DEL_BR5,Delhi,2025-05-04,3589.73,SUCCESS
DEL_BR5_65529,DEL_BR5,Delhi,2025-05-04,5056.68,SUCCESS
DEL_BR5_70831,DEL_BR5,Delhi,2025-05-04,6740.83,SUCCESS
DEL_BR5_13055,DEL_BR5,Delhi,2025-05-04,2613.31,SUCCESS
DEL_BR5_74453,DEL_BR5,Delhi,2025-05-04,4114.38,SUCCESS
DEL_BR5_65728,DEL_BR5,Delhi,2025-05-04,7977.35,SUCCESS
DEL_BR5_34944,DEL_BR5,Delhi,2025-05-04,1265.24,SUCCESS
DEL_BR5_37016,DEL_BR5,Delhi,2025-05-04,198.66,SUCCESS
DEL_BR5_70246,DEL_BR5,Delhi,2025-05-04,7571.3,SUCCESS
DEL_BR5_64254,DEL_BR5,Delhi,2025-05-03,4884.51,SUCCESS
DEL_BR5_87351,DEL_BR5,Delhi,2025-05-03,6819.38,SUCCESS
DEL_BR5_74769,DEL_BR5,Delhi,2025-05-03,4331.03,SUCCESS
DEL_BR5_14727,DEL_BR5,Delhi,2025-05-03,1684.7,SUCCESS
DEL_BR5_36157,DEL_BR5,Delhi,2025-05-03,737.47,SUCCESS
DEL_BR5_62451,DEL_BR5,Delhi,2025-05-03,8546.0,FAILED
DEL_BR5_12826,DEL_BR5,Delhi,2025-05-03,832.86,SUCCESS
DEL_BR5_88091,DEL_BR5,Delhi,2025-05-03,8009.44,SUCCESS
DEL_BR5_22307,DEL_BR5,Delhi,2025-05-03,1631.63,SUCCESS
DEL_BR5_35952,DEL_BR5,Delhi,2025-05-03,547.22,SUCCESS
DEL_BR5_73853,DEL_BR5,Delhi,2025-05-02,8253.85,FAILED
DEL_BR5_55303,DEL_BR5,Delhi,2025-05-02,1557.69,SUCCESS
DEL_BR5_75220,DEL_BR5,Delhi,2025-05-02,4788.67,SUCCESS
DEL_BR5_60557,DEL_BR5,Delhi,2025-05-02,1170.73,SUCCESS
DEL_BR5_58418,DEL_BR5,Delhi,2025-05-02,7598.7,SUCCESS
DEL_BR5_89076,DEL_BR5,Delhi,2025-05-02,6755.72,FAILED
DEL_BR5_72195,DEL_BR5,Delhi,2025-05-02,8052.23,SUCCESS
DEL_BR5_40137,DEL_BR5,Delhi,2025-05-02,6635.19,FAILED
DEL_BR5_69047,DEL_BR5,Delhi,2025-05-02,9055.49,FAILED
DEL_BR5_50919,DEL_BR5,Delhi,2025-05-02,8795.58,SUCCESS
DEL_BR5_46046,DEL_BR5,Delhi,2025-05-01,1394.16,SUCCESS
DEL_BR5_49835,DEL_BR5,Delhi,2025-05-01,7605.85,SUCCESS
DEL_BR5_95150,DEL_BR5,Delhi,2025-05-01,4275.97,FAILED
DEL_BR5_46085,DEL_BR5,Delhi,2025-05-01,8814.11,SUCCESS
DEL_BR5_49739,DEL_BR5,Delhi,2025-05-01,9374.59,SUCCESS
DEL_BR5_46357,DEL_BR5,Delhi,2025-05-01,9813.43,SUCCESS
DEL_BR5_16444,DEL_BR5,Delhi,2025-05-01,5080.35,SUCCESS
DEL_BR5_39530,DEL_BR5,Delhi,2025-05-01,711.28,FAILED
DEL_BR5_90778,DEL_BR5,Delhi,2025-05-01,1076.65,SUCCESS
DEL_BR5_45247,DEL_BR5,Delhi,2025-05-01,644.93,SUCCESS
