transaction_id,branch_id,city,date,amount,status
MUM_BR5_81961,MUM_BR5,Mumbai,2025-05-07,9478.82,SUCCESS
MUM_BR5_55310,MUM_BR5,Mumbai,2025-05-07,8246.7,SUCCESS
MUM_BR5_45594,MUM_BR5,Mumbai,2025-05-07,952.07,SUCCESS
MUM_BR5_37561,MUM_BR5,Mumbai,2025-05-07,5464.43,SUCCESS
MUM_BR5_51221,MUM_BR5,Mumbai,2025-05-07,6905.28,SUCCESS
MUM_BR5_63228,MUM_BR5,Mumbai,2025-05-07,5586.47,SUCCESS
MUM_BR5_29805,MUM_BR5,Mumbai,2025-05-07,6740.95,FAILED
MUM_BR5_69518,MUM_BR5,Mumbai,2025-05-07,2271.08,SUCCESS
MUM_BR5_75034,MUM_BR5,Mumbai,2025-05-07,425.8,FAILED
MUM_BR5_53778,MUM_BR5,Mumbai,2025-05-07,2832.85,SUCCESS
MUM_BR5_12208,MUM_BR5,Mumbai,2025-05-06,9167.12,FAILED
MUM_BR5_44568,MUM_BR5,Mumbai,2025-05-06,4188.69,SUCCESS
MUM_BR5_81115,MUM_BR5,Mumbai,2025-05-06,3656.56,SUCCESS
MUM_BR5_13110,MUM_BR5,Mumbai,2025-05-06,6879.58,SUCCESS
MUM_BR5_76305,MUM_BR5,Mumbai,2025-05-06,1871.8,SUCCESS
MUM_BR5_80754,MUM_BR5,Mumbai,2025-05-06,7753.66,SUCCESS
MUM_BR5_41367,MUM_BR5,Mumbai,2025-05-06,1944.89,SUCCESS
MUM_BR5_43178,MUM_BR5,Mumbai,2025-05-06,3004.7,SUCCESS
MUM_BR5_15624,MUM_BR5,Mumbai,2025-05-06,9529.09,SUCCESS
MUM_BR5_63913,MUM_BR5,Mumbai,2025-05-06,2794.64,SUCCESS
MUM_BR5_56793,MUM_BR5,Mumbai,2025-05-05,4395.89,SUCCESS
MUM_BR5_68952,MUM_BR5,Mumbai,2025-05-05,2781.57,SUCCESS
MUM_BR5_73590,MUM_BR5,Mumbai,2025-05-05,644.6,SUCCESS
MUM_BR5_15424,MUM_BR5,Mumbai,2025-05-05,8755.96,FAILED
MUM_BR5_38159,MUM_BR5,Mumbai,2025-05-05,6442.51,FAILED
MUM_BR5_45187,MUM_BR5,Mumbai,2025-05-05,7523.11,SUCCESS
MUM_BR5_77988,MUM_BR5,Mumbai,2025-05-05,9944.66,SUCCESS
MUM_BR5_29009,MUM_BR5,Mumbai,2025-05-05,5457.19,SUCCESS
MUM_BR5_41340,MUM_BR5,Mumbai,2025-05-05,5603.7,SUCCESS
MUM_BR5_74228,MUM_BR5,Mumbai,2025-05-05,5971.55,SUCCESS
MUM_BR5_34714,MUM_BR5,Mumbai,2025-05-04,9071.83,SUCCESS
MUM_BR5_82137,MUM_BR5,Mumbai,2025-05-04,1759.76,SUCCESS
MUM_BR5_44233,MUM_BR5,Mumbai,2025-05-04,8295.1,SUCCESS
MUM_BR5_70100,MUM_BR5,Mumbai,2025-05-04,6344.29,SUCCESS
MUM_BR5_15955,MUM_BR5,Mumbai,2025-05-04,9644.01,SUCCESS
MUM_BR5_11721,MUM_BR5,Mumbai,2025-05-04,2627.49,SUCCESS
