transaction_id,branch_id,city,date,amount,status
DEL_BR2_10148,DEL_BR2,Delhi,2025-05-07,7796.9,SUCCESS
DEL_BR2_55860,DEL_BR2,Delhi,2025-05-07,3786.68,SUCCESS
DEL_BR2_46641,DEL_BR2,Delhi,2025-05-07,1769.81,SUCCESS
DEL_BR2_54281,DEL_BR2,Delhi,2025-05-07,5227.69,SUCCESS
DEL_BR2_98107,DEL_BR2,Delhi,2025-05-07,3235.37,SUCCESS
DEL_BR2_17331,DEL_BR2,Delhi,2025-05-07,394.57,SUCCESS
DEL_BR2_89636,DEL_BR2,Delhi,2025-05-07,4239.5,SUCCESS
DEL_BR2_37292,DEL_BR2,Delhi,2025-05-07,7418.33,SUCCESS
DEL_BR2_40028,DEL_BR2,Delhi,2025-05-07,8912.48,SUCCESS
DEL_BR2_23112,DEL_BR2,Delhi,2025-05-07,6833.28,SUCCESS
DEL_BR2_34815,DEL_BR2,Delhi,2025-05-06,3395.91,SUCCESS
DEL_BR2_75275,DEL_BR2,Delhi,2025-05-06,5497.85,FAILED
DEL_BR2_74335,DEL_BR2,Delhi,2025-05-06,2815.78,SUCCESS
DEL_BR2_62473,DEL_BR2,Delhi,2025-05-06,6431.86,SUCCESS
DEL_BR2_20121,DEL_BR2,Delhi,2025-05-06,1538.97,SUCCESS
DEL_BR2_73324,DEL_BR2,Delhi,2025-05-06,285.61,SUCCESS
DEL_BR2_68177,DEL_BR2,Delhi,2025-05-06,2450.61,SUCCESS
DEL_BR2_67380,DEL_BR2,Delhi,2025-05-06,4140.85,SUCCESS
DEL_BR2_56146,DEL_BR2,Delhi,2025-05-06,9288.69,FAILED
DEL_BR2_87656,DEL_BR2,Delhi,2025-05-06,5607.22,FAILED
DEL_BR2_43612,DEL_BR2,Delhi,2025-05-05,7839.22,SUCCESS
DEL_BR2_98397,DEL_BR2,Delhi,2025-05-05,7416.21,SUCCESS
DEL_BR2_78325,DEL_BR2,Delhi,2025-05-05,8379.73,FAILED
DEL_BR2_66492,DEL_BR2,Delhi,2025-05-05,6579.55,FAILED
DEL_BR2_83467,DEL_BR2,Delhi,2025-05-05,8885.74,SUCCESS
DEL_BR2_76790,DEL_BR2,Delhi,2025-05-05,476.82,SUCCESS
DEL_BR2_23321,DEL_BR2,Delhi,2025-05-05,7837.6,SUCCESS
DEL_BR2_28531,DEL_BR2,Delhi,2025-05-05,4652.12,SUCCESS
DEL_BR2_78959,DEL_BR2,Delhi,2025-05-05,685.71,SUCCESS
DEL_BR2_31125,DEL_BR2,Delhi,2025-05-05,6362.99,SUCCESS
DEL_BR2_44676,DEL_BR2,Delhi,2025-05-04,429.21,FAILED
DEL_BR2_29911,DEL_BR2,Delhi,2025-05-04,8146.28,FAILED
DEL_BR2_29838,DEL_BR2,Delhi,2025-05-04,7086.57,SUCCESS
DEL_BR2_24536,DEL_BR2,Delhi,2025-05-04,5354.62,FAILED
DEL_BR2_19331,DEL_BR2,Delhi,2025-05-04,3634.42,SUCCESS
DEL_BR2_12018,DEL_BR2,Delhi,2025-05-04,361.66,SUCCESS
DEL_BR2_48083,DEL_BR2,Delhi,2025-05-04,8982.56,SUCCESS
DEL_BR2_24754,DEL_BR2,Delhi,2025-05-04,937.0,FAILED
DEL_BR2_60321,DEL_BR2,Delhi,2025-05-04,3786.41,SUCCESS
DEL_BR2_53148,DEL_BR2,Delhi,2025-05-04,2099.97,SUCCESS
DEL_BR2_99853,DEL_BR2,Delhi,2025-05-03,8557.75,SUCCESS
DEL_BR2_22673,DEL_BR2,Delhi,2025-05-03,3612.19,FAILED
DEL_BR2_62463,DEL_BR2,Delhi,2025-05-03,3816.16,SUCCESS
DEL_BR2_82659,DEL_BR2,Delhi,2025-05-03,3543.15,SUCCESS
DEL_BR2_27321,DEL_BR2,Delhi,2025-05-03,8847.75,SUCCESS
DEL_BR2_79265,DEL_BR2,Delhi,2025-05-03,1870.01,SUCCESS
DEL_BR2_55775,DEL_BR2,Delhi,2025-05-03,6703.31,SUCCESS
DEL_BR2_30923,DEL_BR2,Delhi,2025-05-03,1233.06,FAILED
DEL_BR2_10923,DEL_BR2,Delhi,2025-05-03,8712.85,SUCCESS
DEL_BR2_20493,DEL_BR2,Delhi,2025-05-03,4095.15,FAILED
DEL_BR2_56525,DEL_BR2,Delhi,2025-05-02,4759.55,SUCCESS
DEL_BR2_50909,DEL_BR2,Delhi,2025-05-02,8518.16,FAILED
DEL_BR2_29114,DEL_BR2,Delhi,2025-05-02,6835.39,FAILED
DEL_BR2_30477,DEL_BR2,Delhi,2025-05-02,1069.87,SUCCESS
DEL_BR2_80965,DEL_BR2,Delhi,2025-05-02,1922.41,SUCCESS
DEL_BR2_56456,DEL_BR2,Delhi,2025-05-02,8991.75,SUCCESS
DEL_BR2_14910,DEL_BR2,Delhi,2025-05-02,5974.55,SUCCESS
DEL_BR2_45121,DEL_BR2,Delhi,2025-05-02,232.42,FAILED
DEL_BR2_14160,DEL_BR2,Delhi,2025-05-02,1918.23,FAILED
DEL_BR2_32179,DEL_BR2,Delhi,2025-05-02,560.95,SUCCESS
DEL_BR2_37241,DEL_BR2,Delhi,2025-05-01,6241.01,SUCCESS
DEL_BR2_95576,DEL_BR2,Delhi,2025-05-01,6437.87,SUCCESS
DEL_BR2_42583,DEL_BR2,Delhi,2025-05-01,7730.51,SUCCESS
DEL_BR2_77888,DEL_BR2,Delhi,2025-05-01,4507.96,FAILED
DEL_BR2_21801,DEL_BR2,Delhi,2025-05-01,2101.86,SUCCESS
DEL_BR2_89974,DEL_BR2,Delhi,2025-05-01,6269.2,SUCCESS
DEL_BR2_57868,DEL_BR2,Delhi,2025-05-01,7113.74,SUCCESS
DEL_BR2_67817,DEL_BR2,Delhi,2025-05-01,419.62,SUCCESS
DEL_BR2_37507,DEL_BR2,Delhi,2025-05-01,1770.01,SUCCESS
DEL_BR2_47977,DEL_BR2,Delhi,2025-05-01,2841.73,SUCCESS
