transaction_id,branch_id,city,date,amount,status
DEL_BR1_42920,DEL_BR1,Delhi,2025-05-07,3686.36,SUCCESS
DEL_BR1_79324,DEL_BR1,Delhi,2025-05-07,3646.43,SUCCESS
DEL_BR1_11153,DEL_BR1,Delhi,2025-05-07,6668.72,FAILED
DEL_BR1_98672,DEL_BR1,Delhi,2025-05-07,2809.2,SUCCESS
DEL_BR1_42578,DEL_BR1,Delhi,2025-05-07,7914.75,SUCCESS
DEL_BR1_29760,DEL_BR1,Delhi,2025-05-07,9270.26,SUCCESS
DEL_BR1_55335,DEL_BR1,Delhi,2025-05-07,6457.42,SUCCESS
DEL_BR1_43058,DEL_BR1,Delhi,2025-05-07,2641.29,SUCCESS
DEL_BR1_41597,DEL_BR1,Delhi,2025-05-07,8369.35,SUCCESS
DEL_BR1_65964,DEL_BR1,Delhi,2025-05-07,6960.47,SUCCESS
DEL_BR1_69719,DEL_BR1,Delhi,2025-05-06,484.76,SUCCESS
DEL_BR1_92095,DEL_BR1,Delhi,2025-05-06,7724.96,SUCCESS
DEL_BR1_23735,DEL_BR1,Delhi,2025-05-06,835.87,SUCCESS
DEL_BR1_77117,DEL_BR1,Delhi,2025-05-06,3058.53,SUCCESS
DEL_BR1_74816,DEL_BR1,Delhi,2025-05-06,6145.08,SUCCESS
DEL_BR1_55684,DEL_BR1,Delhi,2025-05-06,8359.54,SUCCESS
DEL_BR1_17362,DEL_BR1,Delhi,2025-05-06,7500.93,SUCCESS
DEL_BR1_47345,DEL_BR1,Delhi,2025-05-06,1041.87,SUCCESS
DEL_BR1_90280,DEL_BR1,Delhi,2025-05-06,944.23,SUCCESS
DEL_BR1_26194,DEL_BR1,Delhi,2025-05-06,5429.98,SUCCESS
DEL_BR1_46127,DEL_BR1,Delhi,2025-05-05,1068.67,SUCCESS
DEL_BR1_86205,DEL_BR1,Delhi,2025-05-05,2361.3,FAILED
DEL_BR1_93404,DEL_BR1,Delhi,2025-05-05,8011.66,SUCCESS
DEL_BR1_29644,DEL_BR1,Delhi,2025-05-05,1569.24,SUCCESS
DEL_BR1_63228,DEL_BR1,Delhi,2025-05-05,1182.57,SUCCESS
DEL_BR1_45289,DEL_BR1,Delhi,2025-05-05,5987.61,FAILED
DEL_BR1_71928,DEL_BR1,Delhi,2025-05-05,5730.58,SUCCESS
DEL_BR1_32202,DEL_BR1,Delhi,2025-05-05,1337.95,SUCCESS
DEL_BR1_43936,DEL_BR1,Delhi,2025-05-05,4301.55,SUCCESS
DEL_BR1_98073,DEL_BR1,Delhi,2025-05-05,4488.66,SUCCESS
DEL_BR1_52766,DEL_BR1,Delhi,2025-05-04,3440.26,SUCCESS
DEL_BR1_11605,DEL_BR1,Delhi,2025-05-04,7506.58,SUCCESS
DEL_BR1_38517,DEL_BR1,Delhi,2025-05-04,9770.8,SUCCESS
DEL_BR1_10837,DEL_BR1,Delhi,2025-05-04,5634.68,SUCCESS
DEL_BR1_36691,DEL_BR1,Delhi,2025-05-04,8501.66,SUCCESS
DEL_BR1_51784,DEL_BR1,Delhi,2025-05-04,6195.18,SUCCESS
DEL_BR1_72696,DEL_BR1,Delhi,2025-05-04,9827.45,SUCCESS
DEL_BR1_54943,DEL_BR1,Delhi,2025-05-04,4271.37,SUCCESS
DEL_BR1_70308,DEL_BR1,Delhi,2025-05-04,4975.73,SUCCESS
DEL_BR1_34302,DEL_BR1,Delhi,2025-05-04,5230.25,FAILED
DEL_BR1_38472,DEL_BR1,Delhi,2025-05-03,9698.81,SUCCESS
DEL_BR1_73241,DEL_BR1,Delhi,2025-05-03,2824.52,FAILED
DEL_BR1_34554,DEL_BR1,Delhi,2025-05-03,4991.99,SUCCESS
DEL_BR1_27700,DEL_BR1,Delhi,2025-05-03,337.87,SUCCESS
DEL_BR1_50381,DEL_BR1,Delhi,2025-05-03,7925.31,FAILED
DEL_BR1_61001,DEL_BR1,Delhi,2025-05-03,8785.74,SUCCESS
