transaction_id,branch_id,city,date,amount,status
BAN_BR4_37633,BAN_BR4,Bangalore,2025-05-07,3242.82,SUCCESS
BAN_BR4_85028,BAN_BR4,Bangalore,2025-05-07,6102.57,SUCCESS
BAN_BR4_42599,BAN_BR4,Bangalore,2025-05-07,6659.02,FAILED
BAN_BR4_49726,BAN_BR4,Bangalore,2025-05-07,5642.12,SUCCESS
BAN_BR4_76092,BAN_BR4,Bangalore,2025-05-07,4455.18,SUCCESS
BAN_BR4_77663,BAN_BR4,Bangalore,2025-05-07,4885.14,SUCCESS
BAN_BR4_92678,BAN_BR4,Bangalore,2025-05-07,6454.34,FAILED
BAN_BR4_51252,BAN_BR4,Bangalore,2025-05-07,7149.22,SUCCESS
BAN_BR4_87345,BAN_BR4,Bangalore,2025-05-07,7439.3,SUCCESS
BAN_BR4_49693,BAN_BR4,Bangalore,2025-05-07,9377.3,SUCCESS
BAN_BR4_15451,BAN_BR4,Bangalore,2025-05-06,4881.38,FAILED
BAN_BR4_95362,BAN_BR4,Bangalore,2025-05-06,5010.55,SUCCESS
BAN_BR4_96762,BAN_BR4,Bangalore,2025-05-06,3480.2,FAILED
BAN_BR4_20931,BAN_BR4,Bangalore,2025-05-06,1055.38,SUCCESS
BAN_BR4_15633,BAN_BR4,Bangalore,2025-05-06,6403.36,SUCCESS
BAN_BR4_66240,BAN_BR4,Bangalore,2025-05-06,1250.43,SUCCESS
BAN_BR4_96722,BAN_BR4,Bangalore,2025-05-06,9738.38,SUCCESS
BAN_BR4_46204,BAN_BR4,Bangalore,2025-05-06,6556.52,SUCCESS
BAN_BR4_75897,BAN_BR4,Bangalore,2025-05-06,5154.56,SUCCESS
BAN_BR4_77469,BAN_BR4,Bangalore,2025-05-06,9999.26,SUCCESS
BAN_BR4_68854,BAN_BR4,Bangalore,2025-05-05,633.11,SUCCESS
BAN_BR4_32462,BAN_BR4,Bangalore,2025-05-05,1808.21,SUCCESS
BAN_BR4_62157,BAN_BR4,Bangalore,2025-05-05,1442.16,SUCCESS
BAN_BR4_48847,BAN_BR4,Bangalore,2025-05-05,6026.05,SUCCESS
BAN_BR4_43956,BAN_BR4,Bangalore,2025-05-05,8413.09,FAILED
BAN_BR4_55115,BAN_BR4,Bangalore,2025-05-05,1923.25,SUCCESS
BAN_BR4_43499,BAN_BR4,Bangalore,2025-05-05,8675.44,SUCCESS
BAN_BR4_34535,BAN_BR4,Bangalore,2025-05-05,6785.74,SUCCESS
BAN_BR4_14826,BAN_BR4,Bangalore,2025-05-05,5914.27,SUCCESS
BAN_BR4_18855,BAN_BR4,Bangalore,2025-05-05,7910.13,SUCCESS
